Name,Designation,Photo,Profile,Avg_rating,no_ratings,id
Vivek Sehrawat,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/vivek-sehrawat-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-vivek-sehrawat/,0.0,0,123
Nisha Mary Mathew,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/nisha-mary-mathew-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-nisha-mary-mathew/,0.0,0,124
Amit Kumar Jha,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/07/Dr-Amit-Kumar-Jha.webp,https://www.mahindrauniversity.edu.in/faculty/dr-amit-kumar-jha/,0.0,0,125
Aditi Nidhi,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Aditi-Nidhi-1-scaled.webp,https://www.mahindrauniversity.edu.in/faculty/ms-aditi-nidhi/,0.0,0,126
Mohammed Imtiaz Quadri,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Imtiaz_Quadri-332x390-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/imtiaz-quadri/,0.0,0,127
Aparna Singh,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/aparna-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/aparna-singh/,0.0,0,128
Mona Pattanaik,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/mona-pattanaik-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/mona-pattanaik/,0.0,0,129
Darshna Gupta,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Ms_Darshna_Gupta-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/darshna-gupta/,0.0,0,130
Vinay Sharma,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/VINAY-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-vinay-sharma/,0.0,0,131
Rishi Raj Bhardwaj,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/rishi-raj-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/rishi-raj-bhardwaj/,0.0,0,132
Mandeep Kaur,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/mandeep-kaur-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-mandeep-kaur/,0.0,0,133
Anindita Chakrabarty,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/anindta-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-anindita-chakrabarty/,0.0,0,134
Ankesh Shreyansh,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/ankesh-shreyansh-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/ankesh-shreyansh/,0.0,0,135
Sehar Khwaja,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/SEHER-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-sehar-khwaja/,0.0,0,136
Paromita Das Gupta,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/Paromita-Das-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-paromita-das-gupta/,0.0,0,137
Tatheer Fatima,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/tatheer-fatima-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/tatheer-fatima/,0.0,0,138
Shreeja Ghanta,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/shreeja-ganta-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-shreeja-ghanta/,0.0,0,139
Shruti Kakkar,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/shruti-kakkar-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/shruti-kakkar/,0.0,0,140
Sridip S. Nambiar,Assistant Professsor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/02/Sridip-S.-Nambiar.webp,https://www.mahindrauniversity.edu.in/faculty/sridip-s-nambiar/,0.0,0,141
Vegitha Reddy,Associate Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/04/vegitha-reddy-removebg-preview.webp,https://www.mahindrauniversity.edu.in/faculty/dr-vegitha-reddy/,0.0,0,142
J. Lakshmi Charan,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/08/J.Lakshmi-Charan.webp,https://www.mahindrauniversity.edu.in/faculty/j-lakshmi-charan/,0.0,0,143
Bangaru Laxmi Jasti,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/08/Bangaru-Laxmi-Jasti.webp,https://www.mahindrauniversity.edu.in/faculty/bangaru-laxmi-jasti/,0.0,0,144
Jaya Sarkar,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/09/Jaya-Sarkar.webp,https://www.mahindrauniversity.edu.in/faculty/jaya-sarkar/,0.0,0,145
Renu Kushram,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/09/Renu-Kushram.webp,https://www.mahindrauniversity.edu.in/faculty/renu-kushram/,0.0,0,146
Neha Tripathi,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/09/Neha-Tripathi.webp,https://www.mahindrauniversity.edu.in/faculty/neha-tripathi/,0.0,0,147
Nazia Akhtar,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/09/Nazia-Akhtar.webp,https://www.mahindrauniversity.edu.in/faculty/nazia-akhtar/,0.0,0,148
Aditi Singh Kavia,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/10/Aditi-Singh-Kavia.webp,https://www.mahindrauniversity.edu.in/faculty/aditi-singh-kavia/,0.0,0,149
Raneeta Pal,Assistant professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/11/Raneeta-Pal.webp,https://www.mahindrauniversity.edu.in/faculty/raneeta-pal/,0.0,0,150
Malti Suri,Assistant Professor,https://www.mahindrauniversity.edu.in/wp-content/uploads/2024/12/Malti-Suri.webp,https://www.mahindrauniversity.edu.in/faculty/malti-suri/,0.0,0,151
Dr. Anadi Saran Pande,Professor & DeanSchool of Management,https://www.mahindrauniversity.edu.in/wp-content/uploads/2023/02/anadi-pande.webp,https://www.mahindrauniversity.edu.in/faculty/anadi-saran-pande/,0.0,0,152
